	Th0_0.5h_1_1	Th0_14h_4_1	Th0_16h_1_1	Th0_16h_7_1	Th0_18h_5_1	Th0_1h_1_1	Th0_20h_5_1	Th0_20h_6_1	Th0_25h_6_1	Th0_2h_2_1	Th0_2h_7_1	Th0_30h_6_1	Th0_30h_9_1	Th0_36h_6_1	Th0_42h_6_1	Th0_42h_7_1	Th0_48h_6_1	Th0_4h_3_1	Th0_54h_6_1	Th0_54h_7_1	Th0_60h_6_1	Th0_72h_6_1	Th0_72h_7_1	Th0_8h_3_1	Th0_8h_8_1	Tr1_0.5h_1_1	Tr1_12h_4_1	Tr1_14h_4_1	Tr1_16h_1_1	Tr1_16h_7_1	Tr1_18h_5_1	Tr1_1h_1_1	Tr1_20h_5_1	Tr1_20h_6_1	Tr1_25h_6_1	Tr1_2h_2_1	Tr1_2h_7_1	Tr1_30h_6_1	Tr1_30h_9_1	Tr1_36h_6_1	Tr1_42h_6_1	Tr1_42h_7_1	Tr1_48h_6_1	Tr1_4h_3_1	Tr1_54h_6_1	Tr1_54h_7_1	Tr1_60h_6_1	Tr1_72h_6_1	Tr1_72h_7_1	Tr1_8h_3_1	Tr1_8h_8_1	Th0_0.5h_1_7	Th0_10h_1_7	Th0_10h_2_7	Th0_12h_1_7	Th0_16h_1_7	Th0_1h_1_7	Th0_1h_2_7	Th0_20h_1_7	Th0_20h_2_7	Th0_24h_1_7	Th0_2h_1_7	Th0_30h_1_7	Th0_30h_2_7	Th0_42h_1_7	Th0_42h_2_7	Th0_48h_1_7	Th0_4h_1_7	Th0_4h_2_7	Th0_50h_1_7	Th0_52h_1_7	Th0_52h_2_7	Th0_60h_1_7	Th0_60h_2_7	Th0_6h_1_7	Th0_72h_1_7	Th0_8h_1_7	Th17_0.5h_1_7	Th17_10h_1_7	Th17_10h_2_7	Th17_12h_1_7	Th17_16h_1_7	Th17_1h_1_7	Th17_1h_2_7	Th17_20h_1_7	Th17_20h_2_7	Th17_24h_1_7	Th17_2h_1_7	Th17_30h_1_7	Th17_30h_2_7	Th17_42h_1_7	Th17_42h_2_7	Th17_48h_1_7	Th17_4h_1_7	Th17_4h_2_7	Th17_50h_1_7	Th17_52h_1_7	Th17_52h_2_7	Th17_60h_1_7	Th17_60h_2_7	Th17_6h_1_7	Th17_72h_1_7	Th17_8h_1_7
Cxcr4	3.3105	1.3277	1.3771	1.3427	1.3326	3.0895	1.3325	1.3272	1.2226	2.9252	2.6961	1.3791	1.3384	1.5149	1.4603	1.4921	2.6362	2.2748	1.6405	1.5947	1.9126	2.1509	1.7651	1.5645	1.7036	3.2114	1.2909	1.3682	1.2342	1.2203	1.1122	2.9486	 1.252	1.1478	1.2448	2.4852	2.3954	1.3033	1.3047	1.5955	1.7726	 1.435	  2.06	2.1428	2.2471	2.1252	2.4867	2.4419	2.4575	1.4489	1.9128	 3.647	1.6725	1.8303	1.3162	1.3003	3.3962	3.3893	1.3588	1.3745	1.4571	3.1076	1.3859	1.3213	1.3268	1.3011	 1.354	2.5697	2.5624	1.2704	1.2974	1.3228	1.3236	1.2849	1.9793	1.3876	1.7612	3.5621	 2.048	1.9098	 1.775	1.3746	3.0256	 3.103	1.5241	1.3951	1.6318	2.6172	1.8888	1.9369	1.5173	1.7529	1.7726	2.3553	2.2694	1.6486	1.9204	1.7544	 1.957	1.8185	2.1519	2.4292	2.0475
Cxcr5	1.2219	1.1202	1.1427	1.1423	1.2592	1.3603	1.3736	 1.155	1.5617	1.5231	1.8159	1.7357	1.6742	1.7903	1.5944	1.5946	 1.724	 1.543	1.7567	1.5988	1.6823	 1.683	1.7477	1.3005	1.2026	1.1677	1.3263	1.1974	1.2787	1.5033	1.2565	1.4284	1.7276	 1.355	1.7111	1.5886	1.6962	1.9213	1.9176	1.9553	2.0636	1.9952	 1.761	1.6494	1.6851	1.8362	1.6654	1.4175	1.6089	1.2721	1.5326	1.7307	1.4835	1.4681	1.3433	  1.31	1.7805	1.7685	1.4165	1.4193	1.4648	1.8902	1.4044	1.5085	1.4942	1.4126	1.5539	2.0359	2.0615	 1.474	1.4297	1.4986	1.3365	1.5571	1.6702	1.1935	1.5624	1.9064	2.3746	2.4177	  2.28	2.1947	2.2165	2.0988	2.2331	2.1382	2.2442	2.3172	2.0729	2.0946	1.8414	1.9934	1.6932	 2.717	2.6478	1.7271	1.6723	1.8251	1.9905	 1.796	2.4582	  1.36	2.3525
Cyfip2	3.1566	2.7127	2.7997	2.8277	2.8029	 3.083	2.8442	2.9384	2.7964	3.0652	3.1243	2.8259	2.8583	2.8484	 2.884	2.9045	2.8882	3.1117	2.9278	2.9651	2.9265	3.0878	2.9393	 2.509	2.7452	3.1317	2.6621	2.8217	2.9136	2.8538	2.8784	3.0541	2.9508	2.9325	2.9805	3.1763	3.1204	3.0168	3.0007	3.0038	 3.091	3.1458	3.1232	2.9316	 3.146	3.2625	3.1806	3.2297	3.2861	2.6094	 2.801	3.1213	2.6233	2.5886	2.6918	2.7508	3.0788	 3.095	2.8842	2.8938	2.9023	3.1522	2.8696	2.8953	2.9354	 2.887	 2.908	2.8159	2.8851	2.9441	2.8682	2.8724	2.9322	2.8866	2.5811	2.9021	2.4425	3.1242	2.6935	 2.726	2.8702	2.9103	3.1206	3.1348	3.0028	3.0618	2.9932	3.2652	3.0135	3.0215	3.1242	 3.044	3.1165	2.8471	2.9043	3.1269	3.1296	3.0751	3.1758	3.0976	2.6901	3.2977	2.6177
Cyp11a1	 1.0387	 1.0649	 1.0229	 1.0587	 1.0786	  1.067	 1.0371	 1.0644	 1.0645	 1.0038	 1.0534	 1.1343	 1.0617	 1.1028	 1.0853	 1.0338	 1.2227	 1.2662	 1.1442	 1.2014	 1.2002	 1.2267	 1.5767	 1.1092	 1.0942	 1.0165	 1.0541	 1.0951	  1.193	 1.0733	  1.218	 1.0254	 1.1616	 1.1483	 1.1789	 1.1675	 1.1288	 1.0939	 1.1521	  1.029	 1.1453	 1.0622	  1.086	 1.6038	 1.1919	 1.2163	 1.4402	 1.2199	 1.2651	 1.2187	 1.2727	 1.0625	 1.0979	 1.0924	 1.1277	 1.0786	 1.0906	 1.1413	0.98958	 1.0562	  1.124	 1.1348	 1.0733	 1.0466	 1.2687	  1.129	 1.1355	 1.2616	 1.3267	 1.1532	 1.1248	 1.0911	 1.1001	 1.0647	 1.3483	 1.2233	 1.0874	 1.0921	 1.3974	 1.3665	 1.1756	  1.171	 1.1179	 1.0349	 1.2344	 1.1967	 1.5931	 1.2626	 2.0774	 2.0531	 1.9063	 2.1062	  1.793	 1.4773	 1.5229	 1.7811	 1.7683	 2.0323	 2.0079	 2.0148	 1.5763	 1.8402	 1.4181
Cyp2s1	1.8902	1.3488	1.3408	1.3321	1.3027	1.8411	1.2805	1.2681	1.3886	1.6995	  1.74	1.2964	1.2672	1.3662	1.3925	1.3008	1.7497	2.1583	1.3016	1.3387	1.4208	 1.835	1.4552	 1.719	2.2312	1.9594	 1.318	 1.417	1.3637	1.2481	1.2131	1.9123	1.2493	  1.26	1.2141	1.9482	2.0167	1.2366	1.2998	1.1513	1.3866	1.3045	1.3933	1.9149	 1.602	1.5694	1.8779	1.9972	2.1297	 1.603	 2.236	1.9521	1.3483	1.4363	1.3482	1.3167	1.8956	1.9526	1.3475	1.2161	1.2983	1.8898	1.3152	1.3424	1.2949	1.3147	1.3373	1.7872	 1.828	1.2691	1.2274	1.2733	1.2228	1.2891	1.6488	1.3404	1.5454	2.0356	 1.384	1.4251	1.3636	1.3483	2.0173	1.9406	1.3724	1.3423	1.3933	2.1657	1.4553	1.4546	1.3744	1.3933	1.3618	1.7031	1.7763	1.3639	1.4649	1.3591	1.3917	1.3826	1.5286	1.9402	1.3722
Cyp51	1.8897	 2.409	2.4317	2.4821	 2.323	1.9535	2.5098	2.3793	2.5505	2.0032	1.8202	 2.488	2.5837	2.6029	2.6548	2.5816	2.6152	2.2469	2.4545	2.5043	2.6023	 2.503	2.6291	2.2461	1.8908	1.8487	 2.165	2.3049	 2.433	2.4699	2.3509	2.0796	2.4609	2.4472	2.4403	1.9633	1.6704	2.4072	2.3939	2.4501	2.4784	2.3505	2.4543	2.3488	2.3453	2.4003	2.3712	2.4923	2.4488	2.1649	2.0807	1.7741	2.0958	 2.105	2.3696	2.4142	2.1257	2.0374	2.3584	2.4549	2.4018	1.9156	2.4426	2.4149	 2.656	 2.541	2.6478	2.2816	2.2447	2.7253	2.6802	2.6349	 2.661	2.6356	2.1489	2.6283	2.0713	1.7847	2.0934	2.0664	2.4609	2.3948	2.0404	2.0275	2.3471	2.4005	2.3609	1.9051	2.4118	2.3281	2.5189	2.4294	2.5986	2.2259	2.1899	2.6067	2.5524	2.5122	2.4874	2.5203	2.1387	2.6107	2.0228
Cyr61	 1.1507	 1.1766	 1.4059	 1.4029	 1.1814	 1.1251	 1.4503	 1.1955	 1.3209	  1.143	 1.1854	  1.306	 1.2748	 1.3018	 1.6097	  1.832	 1.5746	 1.0879	 1.6131	 1.6128	  1.338	 1.1613	 1.2748	 1.1237	 1.3081	 1.0608	 1.1262	 1.1595	 1.0736	 1.1182	 1.1536	 1.1419	 1.1116	 1.1407	 1.1136	 1.1483	 1.1009	 1.0752	    1.1	 1.0984	 1.1556	 1.1604	 1.1078	 1.1056	 1.1493	 1.1087	 1.1148	 1.0631	 1.1434	  1.174	 1.1192	 1.0789	 1.0208	 1.1147	  1.336	 1.3373	  1.088	0.99339	 1.1159	 1.3195	 1.3142	 1.0159	 1.3414	 1.3521	  1.664	 1.8482	 1.8013	 1.1241	 1.0576	 2.1436	 2.0307	 1.9518	 2.2153	 1.9815	0.99515	 1.8878	 1.0984	0.96197	0.99368	 0.9178	 1.0679	 1.0067	 1.0177	0.95409	  1.045	0.97335	 1.0576	 1.0342	0.99481	0.96218	 1.3127	 1.1361	 1.1836	0.98558	0.98957	 1.3204	 1.2151	 1.1048	 1.2015	 1.1521	 1.0242	 1.1675	  1.028
Cysltr1	1.0547	1.0807	1.0913	1.0686	1.1231	1.1476	1.0688	1.1261	1.1127	1.0867	1.0749	1.0929	 1.158	1.1264	1.1807	1.1373	1.3977	1.0844	1.4116	1.3023	 1.508	 1.731	1.9208	1.0753	1.2095	1.1205	1.0336	1.1608	1.1234	1.0763	1.0868	1.1149	1.1044	 1.095	 1.115	1.0634	1.1282	1.0652	1.1545	1.2342	1.3687	1.2334	1.9227	1.1015	2.3575	1.8093	2.5302	2.8071	2.3225	1.0662	1.1043	1.0952	1.1344	 1.181	1.1595	1.2077	1.1373	1.1161	1.1373	 1.157	 1.139	1.1735	1.1358	1.1453	1.1567	1.2504	1.1097	 1.058	1.1353	1.2045	1.3118	1.2248	1.3696	1.2505	1.1434	1.3947	 1.095	1.0563	1.0941	1.0919	1.1815	1.1366	1.1161	1.1136	1.2727	1.4738	1.5122	1.2433	2.2051	2.2179	2.6604	2.4689	2.8999	1.2114	 1.147	2.7244	2.8917	2.7902	 2.816	2.9179	 1.133	3.1202	 1.105
Cyth1	 3.277	2.4558	2.5432	 2.456	2.4532	3.2302	2.5501	2.6033	2.5808	 3.013	  2.96	2.6425	 2.636	2.6226	2.6248	 2.579	2.6167	2.8217	2.6793	2.5263	2.7928	 2.831	 2.698	2.4919	2.5573	3.2528	2.3896	2.3975	2.4543	2.3782	2.4364	3.1971	2.4753	2.4985	2.4485	 2.912	2.8607	2.5707	2.6383	2.6047	2.6577	2.4646	2.7515	2.7189	2.7934	2.6299	2.7456	2.9641	2.6565	2.4188	2.6716	3.2721	2.3675	2.4049	2.3823	2.5429	3.2754	3.2643	2.6574	2.6138	2.5718	3.0593	2.5808	2.6359	2.5849	2.6201	2.6825	2.7096	2.6812	2.5766	 2.679	2.6711	2.5578	2.6959	 2.553	 2.753	2.5348	3.3096	2.4453	2.5646	2.5787	2.6482	3.3205	3.3166	 2.678	2.6517	2.6983	2.9351	2.7953	2.7572	2.7929	2.7621	2.7122	2.6333	2.6203	2.7134	2.6862	2.7979	 2.789	 2.816	2.5542	2.8212	2.5385
D19wsu162e	2.7594	2.3243	2.3371	2.3133	2.3413	2.7903	2.2112	2.3461	2.1877	3.0034	2.9037	2.1251	2.1566	2.1552	2.1863	2.0581	2.2347	2.6646	2.1064	2.0967	 2.191	2.2217	 2.159	2.4138	2.5049	2.7876	2.3608	2.2842	2.2533	2.1682	2.2818	2.7814	2.1488	2.2271	2.0986	2.9737	2.9003	2.1788	2.1285	2.1986	2.2527	2.1973	 2.353	2.6256	2.4544	 2.295	2.4352	2.6604	2.5715	2.3517	2.4945	2.6837	2.4693	2.4592	2.4523	2.3403	2.7383	 2.662	2.2872	 2.355	2.2686	2.7472	2.2268	2.2922	2.1727	2.1767	2.1864	2.0435	2.5322	2.2707	2.2165	2.1937	  2.17	2.1333	2.5607	2.1684	2.3875	2.4262	2.5566	2.4984	2.4668	 2.444	2.4342	2.7097	 2.394	2.3572	2.4069	2.8125	  2.34	 2.329	2.2928	2.3199	2.3111	2.2158	2.6794	 2.343	2.3211	2.3387	 2.529	2.4069	2.5777	2.5309	2.4833
D1ertd622e	1.8913	1.8756	1.8699	1.8746	1.7648	1.7213	1.8432	1.8846	1.7854	1.7379	1.7933	 1.623	1.8132	1.7772	1.7291	1.7758	1.6599	1.9141	1.6546	1.8163	1.7619	1.6672	1.7152	1.9693	1.8224	1.8676	1.9983	1.8677	1.9107	1.9554	1.8659	1.9558	1.9415	1.8436	1.8727	1.8985	1.9933	1.7655	1.7064	1.7201	1.6054	1.6744	1.6987	2.0641	1.6825	1.7779	1.6361	1.6821	1.6345	1.9719	1.9579	1.7695	1.8672	1.8669	1.8241	 1.813	1.8173	1.7956	1.7948	1.8689	1.7953	1.8083	1.6895	1.7652	1.7576	1.8226	1.6729	2.0731	1.9113	1.7462	1.6983	 1.744	1.7495	1.7131	1.9059	1.6955	1.9162	1.9634	1.8864	1.8916	1.8843	   1.9	2.2093	2.1018	1.8959	1.9139	1.9302	1.9408	1.7798	 1.798	1.8038	1.7814	1.6484	2.1565	2.0503	1.7344	1.6528	1.7717	1.7965	1.8585	1.9717	1.6304	1.9139
D730040f13rik	2.0832	2.0042	1.9438	1.9533	1.9868	2.0849	 2.002	2.0412	1.9833	2.0465	1.9514	1.9424	2.0135	2.0226	2.0196	2.0471	2.0925	2.1517	2.0275	1.9213	1.8879	1.9746	2.0021	2.0284	2.0899	2.1395	2.0472	2.0155	 2.016	1.9706	1.9091	2.1214	1.9675	1.8614	1.8781	2.0129	1.8932	1.7675	1.8301	1.8213	1.8705	1.9674	1.8659	2.0686	1.8575	1.8376	1.7698	1.8407	 2.005	2.1539	2.1565	2.1038	1.9364	2.0039	1.8173	1.9872	1.9603	2.0327	1.8775	1.8168	1.9455	2.0667	2.1554	2.0607	2.1081	2.0353	2.1323	2.0718	2.0427	2.0734	 2.017	2.1473	2.1765	2.0329	1.9718	1.9995	2.0809	2.1884	1.9044	1.9282	1.8199	1.8741	2.1249	2.0984	1.7254	1.7919	1.7506	1.9317	1.6755	1.6971	1.6683	1.6168	1.6423	2.0732	2.0489	1.6951	1.5331	1.6474	1.6374	1.5274	2.0075	1.5663	2.0067
D930015e06rik	2.6433	2.5926	2.5688	2.5421	2.5952	2.6757	2.5721	2.7299	2.6821	2.5032	2.5877	2.7327	2.7887	2.8121	2.6986	2.5245	2.5209	2.6597	2.6748	 2.557	2.6685	 2.744	2.6346	2.6809	2.8445	2.6375	2.6792	2.5677	2.5066	2.4984	 2.591	2.6231	2.5919	 2.628	2.5284	2.6822	2.6683	2.6542	2.6241	 2.588	2.6005	2.4307	2.6483	2.7197	2.5821	2.4402	2.5813	2.5764	2.3096	2.7146	2.7975	2.6747	2.6968	2.7129	2.6507	2.6449	2.7003	2.6919	2.6884	2.7012	2.5883	 2.566	 2.669	2.6745	2.5845	2.6122	2.6285	2.7394	2.7426	2.5395	2.6302	2.6057	2.4508	2.6624	2.9214	2.5994	2.8576	 2.668	2.4672	 2.483	2.4397	2.4131	2.7259	2.7859	2.5123	2.5063	2.4488	2.7285	2.4136	2.4473	2.2915	2.3201	 2.331	2.8147	2.8435	2.2602	2.3745	2.3102	2.0268	2.1977	 2.777	2.1857	2.6475
Dazap2	3.5274	3.1721	3.2151	3.1408	3.1887	3.5293	3.1508	3.1682	3.1794	3.5206	3.2508	3.1673	3.1695	3.1851	3.1478	3.1821	3.2016	3.2595	3.1571	3.1299	3.2423	3.2767	3.2383	3.1407	 3.166	3.4871	3.1223	3.1457	3.1507	3.0966	3.2115	3.5137	3.1211	3.2051	3.1807	3.4511	3.2797	3.1415	3.1742	 3.172	3.1849	3.1484	3.2553	3.2728	3.3095	3.2334	3.2544	 3.369	 3.313	3.1384	3.2466	3.5141	3.2223	3.2204	3.2002	3.1893	 3.554	3.5701	3.2146	3.2229	 3.169	3.5002	3.1783	3.1922	3.1546	 3.162	3.1133	3.2316	3.2402	3.1551	3.1676	3.1601	3.0828	3.1266	3.1503	3.1533	3.1616	 3.537	3.2373	3.2144	3.2186	3.1977	3.5502	3.5397	3.1993	3.1998	3.1966	3.4344	3.1982	3.2084	3.1908	3.1878	3.2366	3.2251	3.2282	3.2407	3.2708	3.2446	3.2317	3.2249	3.1838	3.3194	3.1842
Dbt	2.0847	 2.447	2.3673	2.3639	2.3679	2.1909	2.3139	2.2344	2.2806	2.0577	2.2752	2.2916	2.3962	2.3326	2.3793	2.4899	2.3166	2.4465	2.3634	2.4255	2.2482	2.1984	2.3218	2.4887	2.3861	2.1507	2.4321	2.4768	2.4091	2.3963	2.4247	2.1949	2.3305	2.3874	2.3012	2.1043	2.1506	2.2839	2.2752	2.3208	2.3589	2.4122	2.2852	2.5004	 2.212	2.3838	2.1476	 2.141	2.2456	2.4956	2.4133	 2.137	2.4327	2.4015	2.3385	2.2816	2.1171	2.1438	2.2053	2.2953	2.2053	2.0883	2.3719	2.3716	2.3648	2.4146	2.4359	2.3999	 2.358	2.3794	 2.451	2.4952	2.4915	2.4705	2.4031	2.3851	2.3426	2.1316	2.3626	2.3366	2.3884	2.2837	2.0388	2.1647	2.1971	2.2701	2.1546	 2.059	2.1922	2.1486	2.2345	2.1724	2.2172	2.3537	2.3008	2.2349	2.1985	  2.24	 2.212	2.2488	2.2912	2.1471	2.2367
Dci	2.3972	2.6314	2.6598	2.6572	2.6593	2.3061	 2.655	2.6236	2.5854	2.0219	1.9389	2.5284	 2.481	2.4989	 2.535	2.4684	 2.503	2.0277	2.5693	2.6515	2.5884	2.6203	2.6707	2.4739	2.2784	2.4041	2.5459	2.5809	2.5991	 2.674	2.5826	2.2732	2.6077	2.5362	2.5431	 1.836	  1.92	 2.524	2.5088	2.5414	2.4778	2.5285	2.4106	 2.096	2.3753	2.4946	2.5162	2.3263	2.6439	2.3716	2.2994	2.4662	 2.433	2.4748	2.5834	2.6191	2.2944	2.2713	2.6419	2.6583	2.6388	1.9597	2.5687	2.5856	 2.481	2.4259	2.5811	2.2281	2.2389	2.4827	2.5169	2.5249	2.5389	2.5973	2.3687	2.5916	2.4405	2.4014	2.3827	2.3799	2.5361	2.4802	2.1958	2.2824	2.4516	 2.544	 2.471	1.8443	2.3657	2.4312	2.2039	2.1117	2.2243	2.1681	2.1408	2.2368	 2.246	2.1983	2.1453	2.2341	2.3308	2.1333	2.4153
Dctpp1	1.8808	3.1207	3.1036	3.1823	3.1173	1.9351	3.1457	3.0864	3.1176	1.9664	2.2681	3.0914	3.0305	2.9984	 2.976	 2.885	2.6582	 2.612	2.8357	2.7852	2.8162	2.6828	2.7766	3.1422	3.1372	1.9155	3.1544	3.0952	3.0751	3.1495	3.0848	1.9108	3.1313	3.0713	3.1356	1.8866	2.2845	3.1034	3.0674	3.0163	2.9466	2.8926	 2.784	2.7788	2.7526	2.7681	2.7844	2.6626	2.6709	3.1029	3.0725	1.9103	2.9595	2.9845	3.0029	 3.044	1.8101	1.7946	3.0605	3.0643	3.1132	1.8767	3.0751	2.9972	2.9938	2.9186	3.0055	2.6653	2.6871	2.9563	2.9446	2.9475	2.9604	2.9449	2.9526	2.9374	3.0182	1.9491	2.9224	2.9205	2.9872	2.9786	1.8147	1.8491	3.0439	3.0545	 3.114	1.8522	2.9917	3.0116	 2.939	2.9486	 2.866	2.6869	2.6731	2.9028	 2.808	 2.917	 3.038	2.9509	 2.963	 2.732	3.0247
Dcxr	1.3891	1.9858	1.5305	 1.551	1.7893	1.3256	1.4714	1.7104	 1.382	1.3863	1.3138	1.4603	1.4513	1.7055	1.9011	1.8514	2.3726	1.2758	  2.18	2.4787	2.3433	2.4327	2.6967	1.4824	1.3341	 1.337	1.4981	1.9038	1.5085	1.5056	1.7771	1.4484	1.4145	1.6559	1.4535	1.2595	1.2525	1.5316	1.5552	1.7068	1.9018	 1.826	1.9499	 1.347	2.0622	 2.144	  2.28	2.2255	2.4131	 1.461	1.3956	1.4439	1.7687	1.5638	1.6026	1.6469	1.3896	   1.4	1.5079	1.4884	1.5502	1.2577	 1.776	1.7863	1.9162	1.7982	2.0474	1.3498	1.2467	1.8469	2.0518	2.0547	2.1604	2.2128	1.3634	2.3208	1.3316	1.3978	1.6896	1.5866	1.5888	1.4978	1.3917	1.4172	1.2764	 1.443	1.4667	1.5366	1.8988	 2.005	1.8346	1.7946	1.6001	1.2877	1.3239	1.6648	1.6414	1.6789	1.9447	1.8692	1.3718	1.9841	1.4993
Ddit3	 2.703	1.9694	1.9495	1.9243	 1.928	2.6697	1.7313	1.8853	1.7339	2.5682	2.4544	1.8099	1.7905	2.1176	2.3525	2.5995	2.7918	2.1493	2.6864	2.7784	2.6723	2.7086	2.4882	2.0006	2.0351	2.6451	 1.998	 2.008	1.9149	1.9243	1.9492	 2.547	1.6843	1.8488	1.8805	  2.41	2.3242	2.1191	2.0995	2.4994	2.5229	 2.874	2.8006	2.1785	2.8195	2.9335	2.9124	2.8864	3.1048	2.0122	2.0779	2.8465	2.3181	2.3035	2.2161	2.2436	2.6489	2.7185	2.0897	 2.152	2.0284	2.6374	1.9752	2.0463	2.1039	1.9352	2.2179	2.4447	2.4808	2.4606	2.2636	 2.202	2.1418	2.2738	2.3674	2.2336	2.2131	 2.727	2.3199	 2.315	 2.275	2.2335	2.5936	2.6554	2.1341	2.1817	2.0847	 2.542	1.9732	2.1354	2.1539	2.1024	2.5658	 2.451	2.4323	 2.499	2.7474	2.4939	2.2987	2.4527	2.3921	2.7958	2.2946
Ddit4	2.7793	2.6697	2.4862	2.3823	2.4915	2.5855	2.3215	2.5483	2.5485	2.5631	2.4335	2.7358	2.7485	3.1105	3.1318	3.2067	3.7501	2.3309	3.2719	 3.315	3.4135	3.4934	3.3988	2.5037	2.2601	2.7981	2.3078	2.6294	2.3287	2.2657	2.4357	2.4906	2.3037	2.6223	2.5701	2.2089	2.1204	2.8477	2.8007	3.2398	3.3452	3.2074	3.5183	 2.405	3.5273	3.5314	3.6538	3.6576	3.6528	2.5279	2.4979	2.8045	3.4038	3.1572	2.7615	2.6174	  2.61	2.6741	2.6756	2.6059	 2.863	2.3672	2.9715	2.9305	3.0635	2.9526	3.2329	1.8992	2.1289	3.2915	3.1677	3.1805	3.2797	3.2575	2.4368	3.3065	2.6209	2.6705	3.5469	 3.303	2.9845	2.8567	2.3038	2.5711	2.8905	2.9531	2.9969	2.1307	3.2947	3.2571	3.3589	3.1818	3.7072	 2.138	 2.199	3.6336	3.7486	3.5483	3.5611	3.5308	2.7483	3.9386	2.8783
Ddx51	1.9859	2.2838	2.3058	2.3005	2.3216	1.9803	2.2857	2.3841	2.2127	2.0241	 2.222	2.1835	 2.266	 2.194	2.1054	2.0554	 1.832	2.2768	1.9413	1.8485	1.8034	1.7529	 1.683	2.3181	2.3447	1.9917	2.3881	2.3343	2.3146	2.3777	2.3061	1.9928	 2.233	2.2677	2.2066	1.9716	 2.204	2.1916	2.2343	2.1474	1.9765	2.0532	1.9221	2.2077	1.8102	1.7776	1.8046	1.6371	1.5715	2.3259	2.2589	1.9435	2.2446	2.2577	2.2726	2.2568	 1.901	1.8826	2.2073	2.2754	2.1956	2.0435	 2.192	2.1445	2.1645	2.1474	2.1806	2.2498	2.2862	 2.144	2.0869	2.1574	2.1266	2.1301	2.2655	2.1157	 2.281	1.8926	2.1918	2.2043	2.2575	2.2476	1.9011	1.9334	2.1854	2.2791	2.1924	2.0201	2.1694	2.1462	2.1269	2.1106	2.0488	2.2417	2.2308	2.1211	2.0072	2.0969	2.0933	 2.082	2.2683	1.8338	2.2479
Decr1	1.7142	2.0049	2.0871	 2.086	2.0668	1.5896	  2.15	1.9703	 2.193	1.3178	1.2438	2.0984	2.1016	2.1602	 2.355	2.3831	 2.413	1.5023	2.5324	 2.674	2.6423	2.5814	2.6411	1.7245	1.6829	 1.784	1.7296	1.8122	1.9225	1.9774	1.7969	1.5969	2.0098	1.8413	1.9539	 1.336	1.3841	2.0097	2.0581	2.1862	2.2674	2.3964	2.3604	  1.49	2.4463	2.5691	2.5373	2.2577	2.3804	1.5254	1.6071	1.9742	1.6336	1.8065	1.9486	2.0909	1.6423	1.6323	2.2273	 2.229	 2.207	1.5273	2.2433	2.2819	2.2534	2.1929	 2.334	1.7842	1.8577	2.3268	2.3415	 2.325	2.3286	2.3924	1.6353	2.3887	 1.743	1.9165	1.6812	1.6809	1.8825	1.8697	1.7702	1.7865	1.9188	1.8961	1.9461	1.5118	2.0326	2.0219	 1.955	1.9017	2.0778	1.6515	1.6006	1.9768	2.1532	2.0008	1.9791	1.9869	1.5733	2.2021	1.6854
Dffb	1.7648	1.9883	1.9517	 1.973	2.0503	1.8827	1.9112	1.7242	1.7632	1.7285	 1.511	1.8114	 1.751	1.8871	1.7527	1.7613	1.7263	1.6602	1.6849	1.6464	1.6534	1.5299	1.4657	1.9027	1.7938	1.9196	1.9743	2.0656	1.9673	2.0253	2.0797	1.9117	1.9267	2.0981	1.8805	1.7185	1.5329	1.8552	1.8408	1.7771	 1.683	1.7153	1.7348	1.7921	1.6492	1.5907	1.4692	1.5097	1.3118	2.0026	1.8305	1.6731	1.8876	1.8581	1.9043	1.9182	1.7301	1.8495	1.7846	1.8957	1.8454	1.4131	1.9184	1.7725	1.8142	  1.67	1.8993	1.1002	1.5752	1.7863	1.8479	1.9048	1.7848	1.8101	1.8799	1.8216	1.7669	1.4165	1.9041	1.8636	1.9667	1.8377	1.3011	 1.729	1.9108	1.8296	1.8816	 1.231	1.7331	1.7479	1.6012	1.2906	1.6533	1.2301	1.5899	1.6715	1.6666	1.6664	1.6124	1.6694	1.8983	 1.455	1.7869
Dgat1	2.3994	2.1284	2.0417	2.1116	2.0967	2.5691	1.9837	2.0602	1.9575	2.7604	 2.524	1.9747	1.9775	1.9597	 2.002	2.0308	2.1477	2.2324	2.1208	2.1537	2.2082	2.2598	2.1115	  2.21	2.1735	2.4727	 2.202	2.0502	2.1184	2.1037	1.9963	2.6533	1.9827	2.0208	1.9539	  2.96	 2.684	1.9532	 1.976	2.0227	 2.166	2.1422	2.4491	2.2838	2.5387	2.5553	2.7413	2.7357	2.5444	2.1447	2.1836	2.6318	2.1458	2.1614	2.1296	2.0475	3.0504	2.8457	1.9586	2.0942	1.9814	2.7861	1.9402	1.9898	1.9616	1.9658	2.0681	2.1374	2.2994	1.9397	2.0536	2.0382	2.0349	2.1115	2.1056	2.0728	2.1386	2.6733	2.1336	2.1273	2.0919	2.0396	3.1213	3.0142	2.0039	2.0467	2.0328	3.0898	2.1079	 2.085	 2.145	2.0728	2.3393	2.4464	2.5263	2.2924	2.4007	 2.283	 2.439	2.3718	2.2218	2.9035	2.1267
