regulator	target	beta.sign.sum	beta.non.zero	var.exp.median	var.exp.ranksum	prior
Nfkb1	Pstpip1	-34	34	0.588952983726722	171599	1
Son	Cd81	-34	34	0.542293804236399	171753	0
Stat2	Gripap1	37	37	0.368044023574962	172272.5	0
Irf5	Ucp2	-33	33	0.717660640778832	172558	0
Foxo1	Epsti1	36	36	0.425894321407583	173220	0
Nfkb1	Ccr8	37	37	0.338927879984322	173466	1
Klf4	Erap1	-33	33	0.691584428030774	173487	0
Stat3	Lamc1	33	33	0.713956317388818	173650.5	1
Stat4	Rcsd1	-37	37	0.354848610999842	173894.5	0
Egr2	Mecr	-33	33	0.573093317240947	174181	1
Bcl3	Cebpb	-38	38	0.273180820724131	174684	0
Exo1	Parp6	-34	34	0.547215914194116	174853	0
Rpa2	Fbxo11	-35	35	0.479289856295335	175011	0
Gata3	Als2cl	37	37	0.363454314641616	175012.5	1
Klf7	Zfp7	37	37	0.347467547573536	175078	1
Klf4	Sash3	35	35	0.48784809701986	175286.5	0
Stat2	Vps54	36	36	0.386153271451635	175314	1
Ahr	Sepp1	-37	37	0.329337809273121	175393.5	0
Ift57	Mbtd1	-32	32	0.842148734082717	175646	0
Stat2	Il15ra	35	35	0.460148072421743	175811.5	1
Stat4	Tspan5	37	37	0.330825564796797	175973.5	1
Gfi1	Nsg2	35	35	0.38683341858116	176039	1
Max	Fam102a	-36	36	0.406418781825766	176056.5	1
Nfyb	Psph	33	33	0.548936779666037	176064	1
Arid5a	Hopx	-34	34	0.453739898081975	176425	0
Maf	Clic1	-33	33	0.583827462349406	177529	0
Creb1	Socs1	-36	36	0.389661156469488	177638.5	1
Mafg	Slain1	35	35	0.450069298442725	178084.5	1
Nupr1	Akr1b8	36	36	0.371535884408857	179161	0
Irf4	Nrp1	34	34	0.524435055772268	179260	1
Irf5	Syt11	-32	32	0.744683913227349	179319.5	0
Sap30	Aldoa	34	34	0.461552174756544	179555	0
Satb1	Chd7	32	32	0.71741645027392	179675	0
Nfil3	Sepw1	36	36	0.38397275493261	179902.5	0
Aes	Acp5	35	35	0.377403993442369	180021.5	0
Tbx21	Stat3	36	36	0.329019988042955	180157.5	0
Nfyb	Chka	-34	34	0.524906223030877	180307	1
Rxra	Ndrg4	38	38	0.253490919749833	180706	1
Hif1a	Cd96	-37	37	0.294076234494247	180825	0
Aes	Thap4	-35	35	0.469260857973287	180852	0
Irf5	Glipr2	-33	33	0.539587861818248	181040	0
Maff	Tex2	-33	33	0.578760138038026	181556.5	0
Creb1	Ptpn1	-38	38	0.24695616224898	181561	0
Egr2	Ing2	34	34	0.453509771306953	181700.5	1
Tal2	Abcg2	34	34	0.463588889734682	181750.5	0
Ski	Abhd2	36	36	0.348953175544624	181758.5	0
Inhba	Gap43	33	33	0.56645876768442	181804	0
Mafg	Slco3a1	37	37	0.256551015587991	182098.5	1
Fancm	Moap1	34	34	0.463614285985263	182316	0
Cebpb	Cd96	34	34	0.483523596306414	182569	0
Rara	Tnfrsf13c	35	35	0.418625920551037	182610	0
Irf5	Ifi203	32	32	0.663677874620375	182617	1
Hopx	Rab33a	34	34	0.472128882423025	182700	0
Nfatc2	Pfkp	-35	35	0.420565446281415	182864.5	1
Nupr1	Glipr2	35	35	0.417181817110686	182925	0
Nucb2	Akr1b8	35	35	0.413577984151449	183257.5	0
Mxi1	Mettl8	-33	33	0.458950495093732	183724.5	0
Inhba	Timp1	34	34	0.440422192294367	184098	0
Sox4	Tmem71	33	33	0.45558012432509	184106	0
Mxi1	Prpsap2	-34	34	0.473758645726107	184294.5	1
Rxra	Cacna1s	37	37	0.256193369356803	184331	1
Creb1	Emp1	-32	32	0.639918740392169	184358.5	0
Rxra	Sh3gl3	36	36	0.353495062946365	184421.5	1
H1f0	Rtn4	33	33	0.598192439408904	184583.5	0
Bcl3	Mmd	36	36	0.31879910774675	184844.5	1
Irf5	Taf7	32	32	0.585445930408864	184901.5	0
Crem	Pmepa1	34	34	0.476666932547213	185174.5	1
Nfyb	Pyhin1	-31	31	0.843014979880357	185370.5	0
Nfe2l2	Map3k5	35	35	0.393370246556903	185407	1
Atf6	Id3	-34	34	0.386536773312543	185541	0
Tal2	Ppic	34	34	0.383893122348416	185708	0
Egr2	Jag2	35	35	0.382759221952792	185742	0
H1f0	Bnip3	31	31	0.809785080748292	185803.5	0
Nfatc2	Rhoc	-34	34	0.472644719698843	185881.5	0
Bcl3	Rilpl2	34	34	0.391505148002338	186021.5	1
Runx1	Ercc5	35	35	0.391739202326702	186152.5	1
Foxo1	Abcb1a	37	37	0.251093927899403	186194.5	1
Stat2	Bcl2l11	34	34	0.41286844273784	186305.5	1
Ifih1	Ass1	-34	34	0.383109504736959	186404.5	0
Mafg	Tm9sf4	-35	35	0.340951334117927	186717	1
Ing2	Clybl	34	34	0.465082341043578	186876.5	0
Creb1	Il1r1	-33	33	0.484681678466033	186968.5	0
Irf4	Mical1	32	32	0.568231196442019	187329	0
Rel	Ssbp4	33	33	0.512872262676917	187650	0
Zfp36l1	Ptprc	31	31	0.740652224032798	188040	0
Klf4	Dhrs1	32	32	0.47285646556414	188108.5	1
Ahr	Rbm43	-33	33	0.487027053453712	188151.5	0
Impdh1	Pla1a	-34	34	0.418059232249137	188177.5	0
Hif1a	Bnip3	32	32	0.598733734979518	188229.5	1
Dnmt3a	Crtam	32	32	0.565483554325191	188311	0
Klf7	Ube2v1	36	36	0.287875578931455	188359	1
Klf7	Ccdc21	36	36	0.330056698678885	188442.5	1
Rpa2	Ada	34	34	0.43970807116393	188512.5	0
Mxi1	Xylt2	35	35	0.370547934252608	188537	0
Max	Lrdd	34	34	0.307334889539162	188895.5	1
Egr2	Dctpp1	-31	31	0.731793709509928	189244.5	0
Nfkb1	Reep3	33	33	0.494713265940379	189412.5	1
Cebpb	Tox	35	35	0.366287149209822	189553	1
Rara	Snx11	34	34	0.366323100356804	189622.5	0
Irf5	Fbxo11	33	33	0.467901746462711	189708	1
Ahr	S100a13	-32	32	0.588376708148331	189941	0
Zfp36l1	Mapk6	34	34	0.322785900508899	190804	0
Hif1a	Rab33a	32	32	0.513435692338674	191122.5	0
Ahr	Myb	-35	35	0.300980050051174	191738	0
Sox4	Arhgef10	33	33	0.48550130371856	191750	0
Ahr	Stat4	-34	34	0.311327751702939	191755.5	0
Inhba	Cyp11a1	34	34	0.276499586408386	192037	0
Inhba	Rbpj	32	32	0.496680018009691	192270	0
Dnmt3a	Ptpn1	-33	33	0.486181536365287	192558	0
Arid3a	Mllt3	34	34	0.417107863752549	192625.5	1
Mxi1	Tom1	34	34	0.327126026631852	192848	1
Runx1	Pgrmc1	37	37	0.229707890135817	193061.5	1
Batf3	Prkrir	32	32	0.514692747226039	193252	0
Rorc	Cxcr5	35	35	0.271340559305594	193297	1
Batf3	Pts	-32	32	0.535903036448723	193454.5	0
Rxra	Lst1	37	37	0.224995495958213	193765.5	1
Creb1	Tnip2	-32	32	0.445719127890492	193823.5	0
Nfatc1	Mmachc	32	32	0.501253219924545	194245.5	1
Irf5	Tnf	33	33	0.44220046600224	194297	1
Stat2	Tapbp	35	35	0.323931178799995	194856	1
Prkrir	Ifitm2	33	33	0.404936761130397	195163.5	0
Batf3	Hlcs	-32	32	0.516147412495156	195272	0
Pknox1	Ankmy2	-35	35	0.293271273079025	195322.5	1
Nfil3	Syt11	32	32	0.530531706963837	195364.5	1
Ikzf4	Cd200r1	32	32	0.518974792620116	195572	0
Stat2	Ly6a	34	34	0.335360159294757	195578.5	1
Klf3	Nlgn2	-34	34	0.354172708197011	195829.5	0
Irf4	Dusp14	32	32	0.506048430918941	195913	1
Cebpb	Prickle1	33	33	0.384161536878412	195963	1
Nfyb	Vps37b	-31	31	0.60330854547309	196095	0
Ets1	Tprkb	34	34	0.388220389785394	196297	1
Smarca2	Sepp1	31	31	0.58332526096874	196322	0
Stat2	Slamf7	33	33	0.43696494642231	196873.5	1
Exo1	Runx1	-33	33	0.447322926264493	196887.5	0
Myb	Aqp3	31	31	0.540587098365893	196944	0
Cebpb	Ifi203	32	32	0.502048874587837	196970	1
Rpa2	Bc002230	35	35	0.313868762874303	197337.5	0
Egr2	Heatr1	-30	30	0.72885261435335	197404	0
Trim24	Bbc3	34	34	0.340858248693843	197576	0
Crebbp	Smek1	31	31	0.537336564262777	197819.5	0
Myb	Ptprj	33	33	0.399657444756215	198061	1
Klf3	Ptger4	34	34	0.310529988583664	198280	0
Nupr1	Icam2	-32	32	0.400764851994497	198355.5	0
Stat3	Pdpn	33	33	0.373260778944804	198679	1
Ift57	Glcci1	-33	33	0.36417173881605	198756.5	0
Nfkb1	Chd7	-32	32	0.492097567673788	199100	1
Hif1a	Mboat2	31	31	0.559988563194886	199279.5	0
Irf5	B3gnt2	34	34	0.344564270243727	199295	0
Dnmt3a	Lgals1	-31	31	0.59830520915119	199403.5	0
Arid5a	Lbp	34	34	0.311916759455971	199455.5	0
Nfatc1	Rell1	-34	34	0.312767731733168	199512.5	1
Klf4	P4ha2	32	32	0.41641819106209	199798	0
Dnmt3a	Cdk5r1	32	32	0.464144827788938	199814.5	0
Vax2	Fam129a	33	33	0.416103725043223	199928.5	1
Egr2	Klf7	30	30	0.653528683328558	200005.5	0
Nfkb1	Irf5	34	34	0.29612751694783	200231	1
Akna	Ifnar1	30	30	0.667704386783074	200598.5	0
Egr2	Fam189b	30	30	0.657091314915658	200865	1
Mxi1	Pbx2	35	35	0.263454446163606	200975	1
Prkrir	Ski	-31	31	0.54875824638965	201337	0
Stat4	Rexo4	35	35	0.298634110121641	201445.5	1
Dnmt3a	Slc9a3r1	-35	35	0.277249622964877	201518.5	0
Runx1	Ccdc21	-35	35	0.291829607323509	201545	1
Ets2	Sdcbp2	32	32	0.419682599592931	201620.5	1
Xrcc5	Pex19	33	33	0.358320155513605	201905.5	0
Pou2f2	Fam160b1	33	33	0.282636157526612	202274.5	0
Rpa2	Akr1c13	33	33	0.321284156091564	202295	0
Maf	Hemk1	-31	31	0.521473892257005	202559	0
Tal2	Rhbdf1	33	33	0.323986332648572	202588.5	0
Nfatc1	Pde6d	31	31	0.469796838132695	202785.5	1
Maf	Tubb6	-30	30	0.602879437576145	202984.5	0
Stat2	Fyn	32	32	0.449957288036644	203014	1
Egr2	Mical1	32	32	0.393647475040799	203197.5	1
Klf3	Fam49b	-32	32	0.419849508993938	203592.5	1
Stat4	4930420k17rik	-33	33	0.352157710844485	203826	0
Stat4	B4galt1	-32	32	0.434107472663379	204137.5	1
Exo1	Oxct1	29	29	0.80638776185016	204459	0
Zfp239	Ramp3	-33	33	0.348875134703115	204461	0
Akna	Sh3bp5	35	35	0.242806224620668	204807	0
Nfyb	Sertad1	-31	31	0.496815290240426	204818.5	1
Zfp239	Prkch	-31	31	0.440953489011305	204942.5	0
Zfp239	Il7r	-30	30	0.610110341233672	205106	0
Tal2	Gyk	32	32	0.381459433267419	205232	0
Rxra	Ttc39c	36	36	0.182452524384399	205358	1
Irf5	Ethe1	-30	30	0.621050399186474	205455.5	0
Dnmt3a	Slc29a3	31	31	0.46072854494948	205562.5	0
Maff	Cyth1	-30	30	0.618523413732301	205709.5	0
Tbx21	Dock9	31	31	0.48801228578718	206144.5	0
Stat3	Cyfip2	32	32	0.416147908087433	206286	1
Rara	Bmp2	36	36	0.186308737599097	206319.5	0
Gata3	Creb1	33	33	0.335640879346187	206550	1
Aes	Cd28	31	31	0.452154081098707	206555.5	0
Akna	Sesn1	30	30	0.54549736950819	206615	0
Stat2	Il1r1	-30	30	0.538958983464269	206668.5	0
Runx1	Dnajc21	-33	33	0.197422976739802	206777	0
Pknox1	Vps54	33	33	0.300661601442008	206848	0
Trib3	Nfil3	32	32	0.349769416919876	207436.5	0
Ift57	Anxa4	29	29	0.691543687681452	207521.5	0
Tcf12	Stx7	-30	30	0.582651311374201	207708.5	1
Egr2	Thoc3	-31	31	0.422997508199775	207739.5	0
Hmgn1	Smpd4	31	31	0.373974312557676	207980	0
Nfatc2	Prkrir	31	31	0.402244269108128	208034.5	0
Max	Xrcc5	32	32	0.387678205462289	208133.5	1
Nfkb1	Rhbdf1	33	33	0.282380722362167	208160.5	1
Hmgn1	Zfp239	31	31	0.444457697652854	208272	0
Stat4	Dnajc12	-31	31	0.411242756714557	208360.5	0
Gata3	Pknox1	34	34	0.197913445342189	208536.5	1
Rora	Padi2	31	31	0.363751144659826	208677.5	1
Zfp36l1	Nfatc1	30	30	0.547918657639381	208806	0
Rxra	Slc48a1	33	33	0.281414918933652	208845.5	1
H1f0	Eaf2	31	31	0.397140001846952	209272.5	0
Ikzf3	Tnnt2	-30	30	0.489409706709245	209523.5	0
Ahr	Dpp4	-30	30	0.505290814128456	209685.5	0
Nfatc1	Eea1	30	30	0.559173515350654	209704	1
Egr2	Gusb	-29	29	0.665134041116508	210141	0
Trib3	Tspyl4	30	30	0.493009382385898	210402	0
Batf3	Pmepa1	32	32	0.362369094442338	210444.5	1
Nfkb1	Acp5	-32	32	0.340101292119099	210461	0
Pknox1	Lrrfip1	34	34	0.236515989171801	210587	1
Crem	Batf	34	34	0.229186898909636	210616.5	0
Gata3	Klf3	31	31	0.455483765509869	210816	1
Ahr	Rcsd1	-32	32	0.365403264444125	211255	0
H1f0	Batf3	33	33	0.322439552385598	211269.5	0
Exo1	Sh3bp1	30	30	0.379435211768993	211508.5	0
Irf4	Cln6	31	31	0.326653998915393	211547	0
Arid3a	Cd28	31	31	0.399741452078705	211559.5	0
Mxi1	Maoa	-32	32	0.33962755634659	211590.5	1
Stat2	Fam129b	-30	30	0.497457254573439	211793.5	0
Klf7	Thap4	34	34	0.244746673554935	211861	1
Hmgn1	Tmem48	31	31	0.394265492981834	211873.5	0
Ahr	Rpl36al	31	31	0.400713683524652	211899.5	0
Rorc	Cd24a	34	34	0.208746581135098	212119	1
Irf4	Impa2	30	30	0.435536058060304	212265	1
Stat3	Arid3a	32	32	0.339472897123822	212281	0
Plagl1	Stard5	35	35	0.184762938859948	212627.5	1
Pcbp4	Cdk5r1	-30	30	0.482845041965591	212646.5	0
Chd7	Slc3a2	33	33	0.292028399056208	212652	0
Maf	Ier3	-29	29	0.612695233302506	212691	0
Egr2	Ikzf4	31	31	0.423150477616376	212781.5	1
Crem	Cd4	-29	29	0.583870926243886	212990.5	0
Creb1	Bcl3	-31	31	0.424654711475631	213021.5	0
Gfi1	Litaf	32	32	0.252257200596973	213125.5	0
Ppp1r10	Pdcd1	32	32	0.324855381133954	213265.5	0
Thap4	Ifitm2	31	31	0.411424712690097	213512	0
Stat3	C2cd2l	30	30	0.473135288133658	213895.5	1
Hif1a	Fam114a2	34	34	0.249751181076558	214113.5	1
Prkrir	Il10rb	31	31	0.415343298056217	214437	0
Nfkb1	Snx11	31	31	0.310192108415374	214881	0
Nfatc1	Tubb6	32	32	0.345578711474835	214900	1
Egr2	Inpp1	30	30	0.501744240741539	215013.5	1
Vax2	Abcd3	33	33	0.298748802997563	215136	0
Stat3	Cela1	29	29	0.498866352137662	215227.5	0
Max	Sh3bp5	-32	32	0.31110261327085	215476.5	1
Fosl2	Ankrd13c	31	31	0.418694758713614	215481.5	1
Mxi1	Dhcr7	-29	29	0.481094088912956	215855.5	0
Rxra	Espn	34	34	0.201622343137895	215970.5	1
Sox4	Slc25a45	28	28	0.695726495445257	216207	0
Dnmt3a	Vim	-32	32	0.327573155950291	216374.5	0
Rara	Calcr	33	33	0.278060887704696	216464.5	0
Zfp239	Adipor2	-33	33	0.27247060632715	216538	0
H1f0	Lgals1	28	28	0.722428692235846	217090.5	0
Ski	Dusp22	-29	29	0.502705628558346	217221	0
Stat3	Eid1	33	33	0.255827414662627	217230.5	1
Nfyb	Tpst1	29	29	0.442412092083938	217252.5	1
Akna	Ypel3	29	29	0.565713271419812	217465	0
Egr2	Gart	-29	29	0.454567475844523	217519	0
Klf4	Tax1bp3	31	31	0.332007148517455	217588	1
Prkrir	Il3	30	30	0.417436017714171	218112.5	0
Klf7	Nfkbie	-30	30	0.287038989536035	218514.5	1
Thap4	Spin4	30	30	0.345151661322462	218902.5	0
Pknox1	Pts	-33	33	0.259676163083833	218980	1
Mxi1	Asnsd1	-31	31	0.387334004686979	219170.5	0
Rora	Cysltr1	32	32	0.277636454689788	219334.5	1
Klf3	2810021b07rik	-33	33	0.195585253721927	219400	0
Trib3	Cebpb	32	32	0.257662215589699	219708.5	0
Tbx21	Trib2	30	30	0.345062661116305	219747	1
Akna	Mina	-29	29	0.406823914978176	219969.5	0
Irf4	Adck1	-29	29	0.49369403645452	220623	1
Egr2	Utp20	-28	28	0.443720196867254	220911.5	0
Vax2	Fndc3a	-29	29	0.408377443595167	221187	0
Tef	Sh3gl3	32	32	0.295416479015747	221217	1
Klf3	0610012g03rik	-29	29	0.409255652738684	221295.5	0
Nfyb	Sqstm1	-28	28	0.592647785060748	221460	0
Ifih1	Gata3	32	32	0.270456719036172	221518.5	0
Hif1a	Vegfa	32	32	0.291301369165948	222260.5	1
Klf10	Sphk1	32	32	0.2670534518268	222533	0
Crebbp	Plekha1	31	31	0.368372620236034	222642	0
Cebpb	Chchd7	31	31	0.275323226967035	222699	1
Klf3	Bik	-32	32	0.254686752367718	222713.5	0
Bcl3	Pfkp	-30	30	0.311097828004936	222777.5	0
Nfkb1	Tnfsf11	29	29	0.467429496407676	222816	1
Tbx21	Cd2	28	28	0.462153271671417	223058	0
Rxra	Adam8	34	34	0.154435855034854	223179.5	1
Bcl3	Ndrg2	-29	29	0.477683514610306	223268	0
Nfkb1	Abcb9	-30	30	0.394931542946976	223366	1
Crebbp	Taf7	29	29	0.4587917405848	223485	0
Lef1	Ltb4r1	-30	30	0.335788432114689	223596.5	0
Egr2	Nln	-29	29	0.414946182341514	223605.5	0
Egr2	Thra	29	29	0.323777940940648	223666	1
Maff	Gnptab	31	31	0.314983885497938	223846.5	0
Hif1a	E330009j07rik	29	29	0.424315662781594	223976	0
Egr2	Pla2g12a	-28	28	0.587432495662588	224043	1
Stat3	Gja1	27	27	0.764919793912028	224143	1
Irf5	Isg20	31	31	0.257559869626414	224291.5	1
Foxp1	Rbm15	30	30	0.260503177409862	224308.5	1
Foxp1	Ets2	28	28	0.356626344723256	224371.5	1
Maff	Appl2	-28	28	0.561285447458917	224459	0
Rara	Igfbp4	-29	29	0.490833928466826	224483.5	0
Klf4	Espn	30	30	0.331553175656919	224526	1
Mafg	Arrb2	28	28	0.564843043716385	224539.5	0
Max	0610007p14rik	28	28	0.499017978585341	224625.5	0
Gfi1	Tspan13	29	29	0.428202887414942	224635	1
Aes	Eea1	-28	28	0.544508685354598	224841.5	0
Runx1	Tal2	31	31	0.263308753110067	224934.5	1
Creb1	Tec	-29	29	0.394055013813617	225107	0
Hif1a	Selenbp1	28	28	0.443981528838392	225109	0
Ets2	Rhoc	30	30	0.308103796290606	225317	1
Ifih1	Lgals7	32	32	0.228333655864338	225433	0
Egr2	Abcg1	28	28	0.420814612982284	226421	1
Mafg	Aig1	-30	30	0.305968320084904	226481	1
Dnmt3a	Dnajc27	29	29	0.304002178516871	226576	0
Nfkb1	Fli1	-30	30	0.313533147903499	226595	1
Mxi1	Dlg3	-28	28	0.405233659173397	226682	0
Akna	Stk4	29	29	0.446109352449006	226719.5	0
Rxra	Ifitm3	32	32	0.198134449855503	227183	1
Batf3	Vrk2	-29	29	0.369669459414207	227275	0
Bcl3	Mt2	-30	30	0.345275010033358	228522	0
Stat3	Pkp3	31	31	0.303167275046417	228558.5	1
Tef	Tspan2	-32	32	0.240854054754067	228626	1
Ski	Ero1l	-27	27	0.6852333537609	228775	0
Klf7	Fam69b	29	29	0.35745921554189	228835.5	0
Tbx21	Flot1	29	29	0.407982324082282	229043.5	1
Gata3	Ski	30	30	0.320284737716316	229111.5	1
Klf4	Slc30a1	-31	31	0.221088642927475	229296.5	0
Arid3a	Erap1	-30	30	0.315242291935324	229996	1
Chd7	Lpcat1	-29	29	0.309651595439122	230386.5	0
Mxi1	Impa2	-28	28	0.466924836988307	230427	1
Akna	Ramp3	30	30	0.344470710590737	230476	0
Rxra	Cish	32	32	0.193934383097329	230719.5	1
Tal2	Eno3	31	31	0.288159836162516	230753.5	0
Batf3	C2cd3	-29	29	0.406409960966353	230848.5	0
Rora	Il1rn	30	30	0.298066984733906	230857.5	1
Egr2	Chic2	29	29	0.33136489824312	230960	1
Mxi1	Ormdl1	-28	28	0.40160538416191	231281	0
Tcf12	Tgm1	-31	31	0.238299520693135	231312	1
Ifih1	Tnfsf11	30	30	0.284870986471778	231506	0
Stat3	Sirt2	29	29	0.344047071666114	231524.5	1
Dnmt3a	Ccl22	28	28	0.360430798381935	231541	0
Xrcc5	St7	29	29	0.270314478994253	231707.5	0
Nfe2l2	Plac8	28	28	0.201958205220405	231779	0
Irf4	Parp9	30	30	0.319350834102251	231983.5	1
Prkrir	Perp	29	29	0.30514350031697	232012.5	0
Stat3	Marcks	29	29	0.403219307369744	232017	1
H1f0	Neu3	27	27	0.536271844666618	232036	0
Exo1	Ccnd3	27	27	0.468112004662079	232209	0
Stat4	Tbx21	30	30	0.261846535243806	232258	0
Nfatc2	Nqo2	-29	29	0.389719734440832	232478.5	0
Pou2f2	Rgs1	-29	29	0.316672367666318	232700.5	0
Hif1a	Ptprf	30	30	0.301017645322693	232741	1
Klf4	Rab4b	30	30	0.290524329000638	232976	0
Sox4	Crybg3	-30	30	0.319257047799183	233374.5	1
Stat3	2310033p09rik	-28	28	0.365381441494205	233382.5	0
Stat3	Upp1	29	29	0.29303671560413	233548.5	1
Nfyb	Tmtc4	28	28	0.337382510174616	233552.5	1
Nupr1	Tmem183a	-30	30	0.281790480942835	233643.5	0
Nfil3	Slc19a2	-30	30	0.261745228286225	233687	0
Irf4	S100a13	27	27	0.444140297601179	233857.5	1
Batf	Mapkapk2	30	30	0.320627930400851	233932.5	1
Nfatc1	Gne	26	26	0.62567311778622	234080	0
Creb1	Id2	-27	27	0.412186171852122	234124	0
Id2	Lpxn	29	29	0.379666931709482	234153	0
Hif1a	Hook2	30	30	0.273578157466859	234279	0
Tcf12	Ptpre	-26	26	0.735866324110741	234284	0
Aes	Itpk1	27	27	0.449700109005193	234308.5	0
Tbx21	Bcl3	29	29	0.346444099586168	234339.5	0
Rxra	Ccl5	30	30	0.30425021289831	234503.5	0
Myb	H47	-30	30	0.309754319224478	234806	0
Gfi1	R3hdm1	31	31	0.208806134199116	234846.5	1
Tef	St3gal1	32	32	0.169080046116768	234894	1
Creb1	Lrmp	28	28	0.348042325096615	235336	0
Nfyb	Tyw1	26	26	0.535150764392545	235510	0
Rorc	Il2ra	31	31	0.233051136436275	235735.5	1
Zfp239	Commd9	28	28	0.35382118560529	235752.5	0
Ets1	Fam165b	30	30	0.247412875978512	235807	1
Pbx2	Acsl5	28	28	0.356273040555485	235857	0
Cebpb	Slc35d1	29	29	0.299661357420135	236087	1
Batf	Gadd45g	32	32	0.190355735482475	236175.5	1
Ing2	Sertad3	30	30	0.173855868505981	236240	0
Zfp239	Cyp2s1	-28	28	0.213325147374962	236336	0
Egr2	Grina	26	26	0.679620812231329	236435.5	0
Fosl2	Cyth1	30	30	0.274624029149426	236562	1
Dnmt3a	Aes	-27	27	0.467088964501534	236609.5	0
Bcl3	Nfil3	-29	29	0.331307257174215	236629	0
Hif1a	Aig1	29	29	0.304134553357766	236861	1
Rara	Scin	27	27	0.516899457253924	237037.5	0
Stat3	Pgs1	27	27	0.521326642989914	237043	1
Egr2	Pak1	26	26	0.623604075236847	237054.5	1
Prkrir	Wipf1	28	28	0.424491077314273	237113	0
Pbx2	Bcl11b	-28	28	0.34149291117675	237331.5	0
Zfp239	Clk3	-29	29	0.328268803375483	237583	0
Sphk1	Ccrn4l	30	30	0.270635619341613	237631.5	0
Ifih1	Glipr1	29	29	0.303904523590468	237762	0
Nfil3	Pdcd1	-27	27	0.43949474491522	237767	0
Myb	Klf3	-27	27	0.450398628684003	237785	0
Mxi1	Ccbl2	-30	30	0.305112353742986	237876.5	0
Klf3	Cltb	27	27	0.391606499211697	237922	0
Klf7	Sap30	28	28	0.421505593851423	238281	1
Creb1	Chmp4b	-27	27	0.382074561134539	238512	0
Ets1	Pdcd1lg2	30	30	0.207939265575382	238626	1
Son	Dusp14	-27	27	0.455414382087639	238945.5	0
H1f0	Socs2	28	28	0.413204132886705	239122	0
Dnmt3a	Chst15	28	28	0.277340028269154	239258	0
Xrcc5	Dci	29	29	0.31411140834962	239346.5	0
Son	Calhm2	-28	28	0.392473581000239	239541.5	0
Klf4	Mxi1	26	26	0.399030950306337	239654	0
Tcf25	Igf2r	30	30	0.235728924863346	239712	0
Nfatc2	Il12rb2	-27	27	0.43075552060676	239795.5	0
Hmgn1	Gmfg	-27	27	0.423769995157409	240414.5	0
Aes	Rcan3	27	27	0.443639284240293	240596	0
Foxp1	Phlpp1	27	27	0.494402905388192	240607	1
Pou2f2	Egr3	31	31	0.200899568795551	240655.5	1
Arid3a	Srpk2	28	28	0.39907431102853	240863.5	1
Cebpb	Spnb2	28	28	0.277925321644793	240895.5	0
Irf5	Pstpip1	-26	26	0.345705981831331	240975.5	0
Klf4	Sf3b3	-27	27	0.42761215350607	241293	1
Fli1	Golm1	30	30	0.18261729907364	241319	1
Hif1a	Tgm1	28	28	0.288359219471873	241396	0
Pbx2	Tmem184b	-27	27	0.329404045887969	241398	0
Irf4	Rad52	27	27	0.347386615479132	241822	1
Klf4	Mboat2	29	29	0.325258470300976	241833	1
Zfp36l1	Psph	-26	26	0.487232395991226	241880.5	0
Fosl2	Aim2	31	31	0.168649999336377	241969.5	1
Runx1	Sema7a	-29	29	0.251631965160191	242262	1
Klf3	Acsbg1	-27	27	0.350276081020225	242274.5	0
Cebpb	Asap1	28	28	0.398991295432552	242289	1
Inhba	Il17a	27	27	0.350233565225629	242291.5	0
Ski	Acin1	28	28	0.314898641619766	242385.5	0
Foxp1	Ptpre	25	25	0.393797457606177	242778.5	1
Trib3	Tgm2	27	27	0.408925544520655	242834	0
Dnmt3a	Psme1	27	27	0.311564951070033	243172	0
Ifih1	Stab1	-28	28	0.378446303210305	243301.5	0
Bcl3	Abhd14b	-29	29	0.225029779832847	243503	0
Hmgn1	Moap1	29	29	0.292254199634594	243635.5	0
Chd7	Plac8	28	28	0.230244098509541	243735	0
Arid5a	Tmem176b	28	28	0.215789276930722	243819.5	0
Irf4	Dyx1c1	28	28	0.288359517555032	243850	1
Eomes	Ptprcap	29	29	0.21446872568899	243881	0
Fbxo18	Ap3b1	28	28	0.212555087381009	243949.5	0
Batf	Nckap1	28	28	0.300193892314451	244092.5	1
Atf6	Tex2	28	28	0.37741039538413	244344.5	1
Inhba	Fes	27	27	0.300861930922581	244367	0
Ets2	Itga7	29	29	0.216209333171738	244413	1
Irf5	1500010j02rik	-26	26	0.252547656321429	244521.5	0
Tcf25	Sh2b1	28	28	0.310217006518025	244594.5	0
Atf6	St3gal1	-28	28	0.329344881647368	244709.5	0
Gata3	Stk4	29	29	0.283244367640373	244823.5	1
Dnmt3a	Atmin	28	28	0.191590923561183	244979.5	0
Ahr	Cln5	30	30	0.141152600583661	245108.5	1
Bcl3	Dusp6	29	29	0.223503650355085	245112	0
Batf3	Il17a	26	26	0.256093175747996	245230.5	1
Rorc	Ly9	-28	28	0.314191708189	245264	0
Rara	Pdzk1ip1	27	27	0.283161860314618	245682	0
Klf7	Espn	27	27	0.406504419116891	245695	1
Ifih1	Ahr	-29	29	0.269509249645403	245768.5	0
Nfyb	Gltpd1	25	25	0.255591660449677	245956.5	0
Fosl2	Ccl4	-26	26	0.44622844594844	246004.5	0
Zfp36l1	Cs	-25	25	0.317976120342255	246116	0
Klf3	Ppp1cc	27	27	0.305000196561679	246173	0
Tal2	Cyr61	29	29	0.197938002654926	246223	0
Stat4	Abcb1a	-30	30	0.193894796023683	246334	0
